count,train_code,departure_station,destination_station,depart_time,arrive_time,during_time,business_class,special_class,first_class,second_class,soft_sleeper,hard_sleeper,hard_seat,no_seat,strict_mode,hs
3,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
3,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
3,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
3,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
3,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
3,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
3,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
3,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
3,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
3,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
3,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
3,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
4,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
4,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
4,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
4,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
4,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
4,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
4,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
4,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
4,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
4,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
4,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
4,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
4,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
4,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
4,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
4,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
4,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
4,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
4,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
4,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
4,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
4,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
4,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
4,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
4,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
4,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
4,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
4,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
4,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
4,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
4,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
5,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
5,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
5,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
5,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
5,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
5,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
5,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
5,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
5,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
5,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
5,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
5,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
5,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
5,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
5,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
5,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
5,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
5,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
5,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
5,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
5,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
5,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
5,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
5,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
5,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
5,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
5,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
5,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
5,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
5,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
5,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
6,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
6,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
6,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
6,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
6,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
6,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
6,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
6,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
6,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
6,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
6,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
6,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
6,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
6,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
6,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
6,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
6,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
6,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
6,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
6,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
6,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
6,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
6,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
6,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
6,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
6,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
6,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
6,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
6,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
6,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
6,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
7,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
7,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
7,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
7,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
7,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
7,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
7,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
7,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
7,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
7,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
7,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
7,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
7,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
7,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
7,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
7,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
7,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
7,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
7,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
7,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
7,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
7,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
7,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
7,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
7,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
7,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
7,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
7,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
7,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
7,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
7,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
8,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
8,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
8,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
8,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
8,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
8,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
8,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
8,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
8,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
8,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
8,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
8,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
8,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
8,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
8,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
8,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
8,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
8,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
8,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
8,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
8,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
8,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
8,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
8,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
8,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
8,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
8,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
8,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
8,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
8,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
8,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
9,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
9,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
9,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
9,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
9,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
9,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
9,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
9,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
9,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
9,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
9,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
9,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
9,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
9,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
9,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
9,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
9,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
9,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
9,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
9,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
9,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
9,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
9,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
9,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
9,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
9,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
9,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
9,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
9,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
9,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
9,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
10,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
10,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
10,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
10,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
10,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
10,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
10,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
10,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
10,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
10,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
10,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
10,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
10,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
10,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
10,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
10,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
10,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
10,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
10,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
10,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
10,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
10,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
10,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
10,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
10,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
10,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
10,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
10,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
10,D9794,光明城,广州东,21:57,23:01,01:04,,,有,有,,,,,n,y
10,D9794,光明城,广州,21:57,23:14,01:17,,,有,有,,,,,n,y
10,D9794,光明城,广州白云,21:57,23:26,01:29,,,有,有,,,,,n,y
11,D7580,光明城,广州东,07:05,08:05,01:00,,9,有,有,,,,有,n,y
11,G6072,光明城,广州南,07:46,08:18,00:32,,,11,有,,,,,n,y
11,G6566,光明城,广州新塘,08:13,09:03,00:50,5,,,有,,,,,n,y
11,G6566,光明城,广州东,08:13,09:20,01:07,5,,,有,,,,,n,y
11,D7582,光明城,广州新塘,11:04,11:54,00:50,,5,有,有,,,,有,n,y
11,D7582,光明城,广州东,11:04,12:11,01:07,,8,有,有,,,,有,n,y
11,G6534,光明城,广州南,11:15,11:40,00:25,5,,19,有,,,,,n,y
11,G6546,光明城,广州新塘,11:53,12:49,00:56,,,,17,,,,,n,y
11,G6546,光明城,广州东,11:53,13:06,01:13,,,,17,,,,,n,y
11,G1608,光明城,广州南,13:27,14:00,00:33,3,,20,有,,,,有,n,y
11,D7570,光明城,广州新塘,13:36,14:27,00:51,,,有,有,,,,有,n,y
11,D7570,光明城,广州东,13:36,14:44,01:08,,,有,有,,,,有,n,y
11,G6062,光明城,广州南,14:51,15:16,00:25,,,,有,,,,,n,y
11,G6224,光明城,广州南,15:39,16:04,00:25,7,,有,有,,,,有,n,y
11,D2430,光明城,广州新塘,15:42,16:28,00:46,,,6,有,,,,,n,y
11,D2430,光明城,广州东,15:42,16:44,01:02,,,6,有,,,,,n,y
11,D7578,光明城,广州新塘,15:50,16:49,00:59,,,有,有,,,,有,n,y
11,D7578,光明城,广州东,15:50,17:05,01:15,,,有,有,,,,有,n,y
11,G1012,光明城,广州南,17:18,17:44,00:26,,,1,有,,,,,n,y
11,D7572,光明城,广州东,18:01,19:07,01:06,,,有,有,,,,有,n,y
11,G6354,光明城,广州南,18:27,18:52,00:25,,,16,有,,,,有,n,y
11,G6562,光明城,广州新塘,19:01,19:57,00:56,2,,,有,,,,,n,y
11,G6562,光明城,广州东,19:01,20:14,01:13,2,,,有,,,,,n,y
11,G6240,光明城,广州南,20:16,20:48,00:32,5,,6,有,,,,18,n,y
11,G6550,光明城,广州东,20:23,21:26,01:03,,,,有,,,,,n,y
11,G6588,光明城,广州南,20:33,21:05,00:32,,,,有,,,,,n,y
11,G6564,光明城,广州新塘,21:29,22:20,00:51,,,,有,,,,,n,y
11,G6564,光明城,广州东,21:29,22:37,01:08,,,,有,,,,,n,y
